,logic,logical,logics,syllogism,syllogisms,model,mathematics,mathematical,number,set,sets,probability,probabilities,proof,language,linguistic,sentences,sentence,proposition,propositions,verb,verbs,discourse,word,words,cognition,cognitive,consciousness,thought,thoughts,knowledge,know,mental,perception,neural,brain,mind,selfknowledge,objects,object,truth,abstract,abstraction,phenomenal,phenomenology,representation,representational,representations,experience,experiences,ethics,ethical,moral,morality,religion
Francis Herbert Bradley_4 Ethics.txt,0.020098237540027028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01747083441629956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02038591150844376,0.0,0.0,0.020985692091704897,0.0,0.08256903648143017,0.09171782948512305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11880879439485396,0.11970828673999903,0.345110129332305,0.32685224271404667,0.04758865065857198
Consciousness_7 Theories of consciousness.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4078259988563927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06449774054979941,0.0,0.0,0.06639534971139914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Gdel_1 Biographical Sketch.txt,0.0390092241724554,0.009228874804394667,0.0,0.0,0.0,0.0,0.10132340464514085,0.023488091556214986,0.02878224761452851,0.009868366282795683,0.0,0.0,0.0,0.013888937278928077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01113951149159185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009891894630175263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02309153150752348
A Priori Justification and Knowledge_2 What sorts of propositions can be a priori justified and known all and only modal propositions.txt,0.0,0.04532678412648785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036181405455381524,0.1691611967046038,0.16281632454921682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16413211036739142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062106161627635534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03912969735856483,0.023807501340047776,0.0,0.0,0.0,0.0,0.0
Formalism in the Philosophy of Mathematics_5 Nominalist Formalism.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.09779377809064017,0.06045300777816646,0.02469298729173543,0.0,0.034492058873871356,0.0,0.0,0.10724090094897534,0.0,0.0,0.08204282195332699,0.056881457645140826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831556337875541,0.02620853984788831,0.04881912349260577,0.034372845927101686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Constructive Mathematics_3 Varieties of Constructive Mathematics.txt,0.14216109373140148,0.012812470837083222,0.0,0.0,0.0,0.00893456594938762,0.42200263671742394,0.024456433838996386,0.026638979362991647,0.08905181035292457,0.03721029107060201,0.0,0.0,0.11569228597159374,0.006598462683311975,0.0,0.0,0.0,0.08766377450049462,0.023011553216157516,0.0,0.0,0.0,0.0,0.030930025414888155,0.0,0.0,0.0,0.00588460253003102,0.0,0.0,0.015465012707444077,0.01486551288359253,0.0,0.0,0.0,0.013732942981550575,0.0,0.03314486407827381,0.04947944539126288,0.0,0.018540841626031562,0.0,0.0,0.0,0.0,0.0,0.0,0.008295560493627577,0.0,0.0,0.0,0.0,0.0,0.0
Connectionism_4 Strengths and Weaknesses of Neural Network Models.txt,0.0,0.0,0.0,0.0,0.0,0.03226998215285421,0.0,0.0,0.024053753519859354,0.0,0.0,0.0,0.0,0.0,0.02383241382211146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12020158749988565,0.0,0.042508168767562186,0.0,0.0,0.027928367583267406,0.0,0.0,0.3745167844621972,0.24316929107150698,0.02480041153824468,0.0,0.0,0.025530072573580944,0.0,0.0,0.0,0.0,0.0,0.03431867559326431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moral Non Naturalism_2 The Open Question Argument.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011452104708040292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012823618469823704,0.0,0.0,0.0,0.0,0.040663578885805476,0.016000403363812418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10341801132414997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37099983145236903,0.0,0.0
The Problem of Perception_3 Theories of Experience.txt,0.0,0.004080467123303541,0.0,0.0,0.0,0.0,0.0,0.0,0.0063629108431474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00469797045562141,0.004885754800857059,0.0,0.0,0.004535156512169049,0.024596553468685948,0.0,0.003048049492986462,0.0049252385989089105,0.0,0.002649731928654052,0.0034568539454843754,0.005622317692541207,0.0,0.0,0.0024626192994544552,0.03550734126374418,0.19470227361135356,0.0,0.014294507485789643,0.0371757326098232,0.0,0.12033669702209197,0.05627866473821481,0.0,0.0,0.0,0.12222270485765253,0.020932494038331424,0.04539139242333859,0.04433321112727927,0.003410247009790713,0.40421661293812805,0.14145318431390383,0.0,0.0,0.0,0.0,0.0
Sense Data_3 Objections to Sense Data.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01469632348065363,0.0,0.01026417842311491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008793233336342191,0.0,0.0,0.0,0.0,0.010560053984305127,0.008531814461959664,0.0,0.0,0.0,0.012985786153136824,0.0,0.049719641492865056,0.034127257847838655,0.016402158886508124,0.032639591291464674,0.0,0.07428559037984565,0.015152515390933033,0.0,0.19016942919707294,0.09358993507174744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06407150001094722,0.011137922092351803,0.0,0.0,0.0,0.0,0.0
Second order and Higher order Logic_8 Decidability Results.txt,0.1261092936087672,0.0,0.0,0.0,0.0,0.0,0.0,0.018983116796154147,0.015507908672635476,0.09570757127807851,0.021662008432903952,0.0,0.0,0.02245012694278156,0.0,0.0,0.017175086662807593,0.12503118961141743,0.0,0.0,0.0,0.0,0.0,0.0,0.018005945454605148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015329909250284057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Minds_1 The Traditional Epistemological Problem.txt,0.0,0.008364085090193459,0.0,0.0,0.0,0.005832557263532117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02153765032890866,0.01231737200051343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037487098238624866,0.015143528970806104,0.0,0.005431383870462879,0.0070858114207752836,0.09603790890335406,0.03123924853218738,0.2892631993178686,0.11105254578591144,0.1795300610320646,0.07724477968453704,0.0,0.0,0.18378202413013767,0.0,0.004327447328132842,0.013843107460259744,0.008595269284314139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11372359548427437,0.013179490062919927,0.0,0.008773886247956825,0.0,0.0,0.0
Bertrand Russell_6 Russells Atheism.txt,0.007228705359475422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007314732733196171,0.0,0.0,0.0,0.0,0.014091973655166361,0.0,0.0,0.0,0.0,0.00819075132218992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025134843615634256,0.0,0.04811781892953355,0.02477083247753488,0.007936864462987888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026574558092149994,0.010779090564599983,0.028487863412051846,0.01435177142950429,0.033852350167683606,0.0734740594155978,0.47925204061599946
Embodied Cognition_6 Sharper Divides Over Embodied Cognition.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304370745249461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079524562361283,0.2976887067535335,0.01142253596363097,0.012385274212679516,0.0,0.0,0.0,0.015643660930013837,0.0,0.027280009979840154,0.02361678109833268,0.11561444546549511,0.0,0.0,0.0,0.006927913169500401,0.0,0.0,0.0,0.0,0.009999165340731437,0.0,0.011268531945089508,0.017459597472746727,0.010622862385571953,0.0,0.0,0.011120568879917123,0.0,0.0
Folk Psychology as Mental Simulation_2 What is Meant by Mental Simulation.txt,0.0,0.003280980836249918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033794308510731136,0.0,0.003777496685644909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18322899555638492,0.0,0.0,0.0,0.0038464174892729242,0.003960236161367655,0.3616382065306372,0.0,0.006638299340465826,0.011493783360405225,0.021100156240295175,0.0,0.0,0.0,0.0,0.009495771242949865,0.007910939422368854,0.0,0.006732475446495306,0.0,0.0,0.0,0.08922074163277352,0.01550976126917415,0.0,0.0,0.005412143552418978,0.0,0.0
The Problem of Perception_1 The Ordinary Conception of Perceptual Experience.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026417839733312173,0.05012777661016424,0.0,0.0182788506675908,0.009409868482024264,0.009045095778363673,0.09599654336260588,0.0,0.0,0.0,0.0,0.2500755311273939,0.03440725628344452,0.0,0.0,0.0,0.07076104369493776,0.0,0.0,0.0,0.0,0.6157987991462033,0.04913673756941503,0.0,0.0,0.0,0.0,0.0
Classical Logic_6 The One Right Logic.txt,0.6726683437437277,0.07638774134255796,0.10233150222172134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02338926928737521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernard Bolzano_12 Metaphilosophy and History of Philosophy.txt,0.05080392345363458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11272530225381286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Externalism About Mental Content_4 The Scope of Externalism.txt,0.0,0.015745423851637023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016217885377307784,0.09275000949656019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05701550849463479,0.0,0.04089840800000985,0.053356274093235755,0.07231670004319571,0.2117088400118554,0.0,0.0,0.2009527939695684,0.0,0.0,0.0,0.01687660488943622,0.0,0.04887862209123681,0.0,0.0,0.0,0.0,0.1714998204527528,0.0,0.0,0.026318449817314293,0.0,0.0,0.04962088619409603,0.0,0.0,0.0,0.0,0.0
Singular Propositions_62 Temporal Problems for Singular Propositions Qualitative Change.txt,0.0,0.006983282944585919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008040073836043755,0.03344578661340272,0.165058474287472,0.10033735984020815,0.0,0.0,0.0,0.0,0.0,0.0,0.009069465444002361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05058258531803507,0.2157454071127699,0.03588150810878816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intentionality_3 The relational nature of singular thoughts.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040473104014754194,0.01947752252630254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07471299998333295,0.2916320859189141,0.0,0.0,0.018873782182502474,0.0,0.0,0.0,0.0,0.0,0.08416378903044076,0.017948816588118872,0.0,0.11770054927476747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpretations of Probability_3 The Main Interpretations.txt,0.010749247648702236,0.04068923200430311,0.0,0.0,0.0,0.00236449726334974,0.0,0.002157432575578912,0.02643712387332363,0.021754344581254352,0.014771332805078715,0.5527469599166881,0.40918392377166085,0.0025514585256121523,0.027940109539312846,0.0,0.003903899644365979,0.006089915829516117,0.016872631617719628,0.01826974748854835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007786683011228423,0.0,0.01987563341288817,0.008185507932128881,0.0019670493637105003,0.0,0.0,0.0,0.0018171843087598438,0.0,0.012280318617780056,0.0,0.013937962222908195,0.0024533799142171745,0.0,0.0,0.0,0.015087659014689062,0.0,0.0,0.00658616105009971,0.0,0.0,0.0,0.0,0.0,0.0
Descriptions_8 Conclusion.txt,0.0,0.06570750058147028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1353582758902838,0.0,0.0756511171678201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060357214323503425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logical Constructions_9 The Construction of Matter.txt,0.024332679405394898,0.046053364382760975,0.0,0.0,0.0,0.0,0.06320222905725444,0.029302208070341534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809851421156933,0.02779385313169181,0.0,0.03544302761068431,0.0,0.0,0.04936192520700452,0.0,0.11913646651166336,0.0508142185851685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036283697003409485,0.0,0.0,0.0,0.0,0.0
Immanuel Kant_4 The transcendental deduction.txt,0.0,0.03180157450357795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007918437612875176,0.038385394984947675,0.010509340165064775,0.006883660195206587,0.0628632102496595,0.009737368545708102,0.007918437612875176,0.01242739478039636,0.0,0.006149564767960183,0.008158246404653322,0.0,0.0,0.0568104329672749,0.0,0.016453639236319963,0.02339274853329693,0.01089352445907541,0.0,0.0,0.0,0.0,0.07861397042989506,0.017718759655089247,0.26578139482633867,0.19903901349459724,0.0250552529437155,0.0,0.0,0.0,0.0,0.0
The Philosophy of Neuroscience_4 Consciousness Explained.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017604523151175073,0.0,0.018942134942551543,0.3953921116560215,0.0,0.0,0.03419712511064237,0.0,0.0,0.0,0.029509375113453393,0.17882747002021768,0.0312656597477094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05985603637416066,0.0,0.04875765608462983,0.0,0.24552350053908098,0.16087371067845316,0.0,0.0,0.0,0.0,0.0
Logical Constants_1 Syncategorematic terms.txt,0.021108415742730386,0.2596811492090368,0.04013968979966537,0.0,0.0,0.0557182711443367,0.0,0.0,0.0207659482783449,0.0,0.0,0.0,0.0,0.0,0.020574862562280565,0.0,0.04599678381460858,0.02391766928603245,0.049699458208653645,0.11958834643016225,0.0,0.0,0.0,0.0,0.1446657469705692,0.0,0.0,0.0,0.018348954006399784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09632775371159381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred Tarski_1 Biographical sketch.txt,0.10944583125281279,0.0,0.0,0.0,0.0,0.0,0.18951798336597614,0.0,0.0,0.03691610805188083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred North Whitehead_6 Metaphysics.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.010830632836025632,0.04017091949174145,0.0,0.0,0.0,0.016817037057277603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011790301952389188,0.028577316609679587,0.0,0.0,0.0,0.021747948456824904,0.0,0.0,0.0,0.0,0.0850315873544544,0.0,0.0,0.008458892921515715,0.0,0.05716420713581328,0.026123294346799938,0.008110055858077317,0.011420348442433729,0.0,0.0,0.0,0.0,0.0,0.0,0.13285227419056447,0.02487098357379377,0.016432768115440626,0.0,0.013018124301380067,0.0,0.07898539146185252
Eliminative Materialism_1 A Brief History.txt,0.0,0.0,0.0,0.0,0.0,0.016666567167469563,0.0,0.0,0.02484621756340421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01785326779998648,0.0,0.0,0.062080847216276575,0.0,0.0,0.0,0.0,0.0,0.31889700172373736,0.0,0.0,0.12559031807059015,0.0384262119568433,0.0,0.012365706550189202,0.013185587377225274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015474564398769397,0.0,0.0,0.0,0.0,0.0,0.0
Analysis_6 Conceptions of Analysis in Analytic Philosophy and the Introduction of the Logical Transformative Conception.txt,0.08458823724802188,0.17153179273743996,0.0,0.0,0.0,0.0,0.015693665816449123,0.0291039773754445,0.08321585954425485,0.012227843558072686,0.0,0.0,0.0,0.0,0.05889294098807189,0.050521267497367045,0.0,0.0,0.02845168224634746,0.013692260461723331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04201724749200829,0.0,0.02681242471812152,0.0,0.0,0.0,0.0,0.0,0.024513994832477116,0.0,0.01183305032037962,0.012617614554024957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Descartes Epistemology_4 The Cogito and Doubt.txt,0.0,0.004381123475430251,0.0,0.01068930338681373,0.0,0.0,0.0,0.0,0.004554494575352087,0.0,0.006361882958014972,0.0,0.0,0.0,0.0,0.0,0.0,0.010491492472019416,0.032701022333562126,0.0629489548321165,0.0,0.0,0.0,0.013090541631111077,0.0,0.0,0.04551950511714893,0.007423122654366096,0.008048773922131096,0.006545270815555539,0.10785927952393107,0.010576278546415756,0.0,0.047204454080897525,0.0,0.0,0.014087615023265837,0.0,0.0045334500721900695,0.009668060907726423,0.009004436380807373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02836601564414353,0.0,0.0,0.0,0.0,0.0,0.0
Second order and Higher order Logic_5 The Infamous Power of SecondOrder Logic.txt,0.3727657059144311,0.0,0.0,0.0,0.0,0.12299514165696783,0.01344763509267244,0.012469351395266504,0.010186607643059379,0.22003445092508667,0.1138321796057551,0.0,0.0,0.0,0.01009287172550582,0.0,0.022563438147953748,0.12905931404445922,0.0,0.0,0.0,0.0,0.0,0.0,0.011827481413534789,0.0,0.0,0.0,0.0,0.0,0.0,0.011827481413534789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06041811595598408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abstract Objects_3 The Way of Negation.txt,0.0,0.0,0.0,0.0,0.0,0.009927117249981634,0.00976840415412683,0.009057775819270995,0.014799167248543537,0.08372242096033626,0.15504009559179915,0.0,0.0,0.0,0.0,0.0,0.0,0.00852264445656124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065383298546428485,0.0,0.0,0.0,0.08258469981222213,0.0,0.0,0.012467572560299931,0.04577565466664073,0.0,0.19886561367833602,0.1649285232138657,0.0,0.42231158742806096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physicalism_4 Supervenience Physicalism Further Issues.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026393566915672812,0.009049376175259617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023321561765881228,0.0,0.019842886956541534,0.020430054379271385,0.13746659613732948,0.0,0.0,0.0,0.009070951870781904,0.0,0.0,0.0,0.04348437026011566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010958849837205,0.0,0.0,0.0,0.0,0.0,0.0
Medieval Theories  Properties of Terms_4 Ampliation and Restriction.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12549698842109677,0.017255695239442842,0.06406975530039763,0.06949683688945697,0.0,0.021530435017527383,0.0347902912481011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Behaviorism_2 Three Types of Behaviorism.txt,0.0,0.05471710467586993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04635475142148131,0.0,0.0,0.0,0.0,0.15871213188595185,0.0,0.0,0.0,0.029324042496721093,0.0,0.02830977756436019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457297747945634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ernst Cassirer_3 Philosophy of Mathematics and Natural Science.txt,0.0769411191920577,0.012135248716121169,0.0,0.0,0.0,0.0,0.14988639839288878,0.154425018728158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033441378890365143,0.0,0.11381287542469455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013389753150742504,0.0,0.10536502790089151,0.0,0.0,0.0,0.0,0.0,0.040568096148476465,0.01571417271654324,0.0,0.0,0.025459638604286017,0.0,0.0,0.0
Other Minds_4 Thinking about Mind Prior to the Twentieth Century.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029154583802094767,0.0,0.06177058040971745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016514200630749574,0.0,0.0,0.06954446383926305,0.03770297845266101,0.06132019781228539,0.0320791526258578,0.0660568025229983,0.015874029131606994,0.02105909051727112,0.0,0.0,0.14664622651024778,0.0,0.014157400207089804,0.0,0.014059866928322107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Set Theory_4 The universe V of all sets.txt,0.0,0.0,0.0,0.0,0.0,0.10052323849875115,0.0,0.0,0.0,0.23121375552232848,0.03488790040358603,0.0,0.0,0.0,0.0,0.0,0.0,0.057534246836096016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William of Ockham_6 Theory of Knowledge.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019866541526635945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6062693786231773,0.04963861103138145,0.0,0.017554231179445483,0.0,0.08961491388942708,0.02306667331175759,0.0,0.029414875843286677,0.0,0.0,0.04096644669576543,0.0,0.0,0.12651520184797524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024746308000422546,0.0,0.0,0.0,0.0,0.0,0.0
Constructive Mathematics_7 Constructive Mathematical Economics and Finance.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3044154459764394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Imagery_3 Imagery in the Age of Scientific Psychology.txt,0.0,0.005900309843060451,0.0,0.0,0.0,0.0,0.0,0.0,0.0061337986303789975,0.006309156852531859,0.0,0.0,0.0,0.0,0.08508298631895457,0.04344546383230637,0.0,0.02825898728862991,0.0,0.0,0.0,0.0,0.0,0.06170423688026328,0.014243679905469361,0.04679644767628151,0.09195558591312415,0.0,0.11923719176145797,0.035259563931579016,0.0,0.0,0.19852711159543565,0.0,0.0,0.0,0.02529679705922424,0.0,0.01831637037895123,0.03255132801955785,0.0,0.0,0.0,0.0,0.012107260946553493,0.07876253519390639,0.009862358103179746,0.0,0.03056170998186446,0.03718904057345748,0.0,0.0,0.0,0.0,0.0
Mental Representation_9 Thought and Language.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09962237307944705,0.14243496969890468,0.0,0.03860268755285509,0.0,0.07720537510571018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14807440682449916,0.04816570090777145,0.0,0.0,0.2992490304854368,0.0,0.0,0.0,0.0,0.0,0.03336100314420503,0.07114586136496537,0.06626234449005187,0.0,0.0,0.0,0.0,0.0478187386453859,0.0,0.21555678524663768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Descartes Epistemology_1 Conception of Knowledge.txt,0.011399838044649127,0.0,0.0,0.0,0.0,0.0,0.014805093251542487,0.0,0.0,0.0,0.0,0.0,0.0,0.01623530218310454,0.01111168663056538,0.0,0.0,0.0,0.013420376531113689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029728678813858208,0.01611692710035769,0.2402959450327396,0.0,0.012516621574815291,0.08302513008169705,0.0,0.0,0.02312601680878483,0.0,0.02232613023526885,0.0,0.03325848131089824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02793913463001386,0.016998878857882038,0.0,0.0,0.0,0.0,0.0
